driver_id,phase,dow_name,distance_km,speeding_sum,harsh_brake_sum,rapid_accel_sum,swerve_sum,total_events_sum,rate_events_per_km
ba9e2cf437e640f2aa38c5cb08ae028f,pre,Monday,11.215518529054343,0,2,1,4,7,0.6241352088952608
ba9e2cf437e640f2aa38c5cb08ae028f,pre,Saturday,13.516763860162266,0,8,2,4,14,1.0357508753453901
ba9e2cf437e640f2aa38c5cb08ae028f,pre,Sunday,2.07901356090216,0,0,1,2,3,1.4429920306523591
ba9e2cf437e640f2aa38c5cb08ae028f,pre,Wednesday,3.372026665186763,0,0,4,1,5,1.4827877998773389
be38347662f84cfaaf138568c7af23dc,post,Friday,13.226074496599304,0,8,4,8,20,1.512164475191971
be38347662f84cfaaf138568c7af23dc,post,Monday,4.189987304526319,0,1,1,2,4,0.9546568305061255
be38347662f84cfaaf138568c7af23dc,post,Saturday,14.854320777316932,0,14,4,4,22,1.4810505528865898
be38347662f84cfaaf138568c7af23dc,post,Sunday,9.510627901408668,0,4,3,1,8,0.8411642304726357
be38347662f84cfaaf138568c7af23dc,post,Wednesday,7.860794932169856,0,3,4,4,11,1.3993495689581121
be38347662f84cfaaf138568c7af23dc,pre,Friday,7.828931424264525,0,3,5,6,14,1.7882389359816375
be38347662f84cfaaf138568c7af23dc,pre,Sunday,7.095544655530027,0,3,2,2,7,0.9865345565184256
be38347662f84cfaaf138568c7af23dc,pre,Thursday,5.478189665160187,0,2,4,2,8,1.4603364412294537
be38347662f84cfaaf138568c7af23dc,pre,Tuesday,8.094508291473915,0,4,9,1,14,1.7295676890894585
be38347662f84cfaaf138568c7af23dc,pre,Wednesday,4.147648668202406,0,1,2,2,5,1.20550229780359
c24fe9f453af4415b33f95cce2f5b6be,post,Monday,5.502500684780061,0,3,3,2,8,1.4538844169757275
c24fe9f453af4415b33f95cce2f5b6be,post,Sunday,8.487290305357403,0,7,2,1,10,1.1782323498098957
c24fe9f453af4415b33f95cce2f5b6be,post,Thursday,3.2809497169258623,0,0,1,3,4,1.2191591902078474
c24fe9f453af4415b33f95cce2f5b6be,post,Tuesday,10.332113111747317,0,6,3,5,14,1.354998716001512
c24fe9f453af4415b33f95cce2f5b6be,post,Wednesday,6.189233676756737,0,7,1,1,9,1.4541380193478415
c24fe9f453af4415b33f95cce2f5b6be,pre,Friday,2.249975545390596,0,1,1,0,2,0.888898550074152
c24fe9f453af4415b33f95cce2f5b6be,pre,Monday,4.084500482259925,0,2,2,0,4,0.9793119176685294
c24fe9f453af4415b33f95cce2f5b6be,pre,Saturday,0.0,0,0,0,0,0,0.0
c24fe9f453af4415b33f95cce2f5b6be,pre,Sunday,2.3979220775026047,0,1,2,1,4,1.6681109188360002
c24fe9f453af4415b33f95cce2f5b6be,pre,Thursday,8.28809052098715,0,5,6,1,12,1.447860634438479
c24fe9f453af4415b33f95cce2f5b6be,pre,Tuesday,8.17820904789491,0,2,6,0,8,0.9782092819037462
c24fe9f453af4415b33f95cce2f5b6be,pre,Wednesday,6.218821053782397,0,3,2,2,7,1.1256152797229109
c8c0ef6adf474887bd7c089f111f50a5,post,Saturday,1.6021243488619603,0,2,0,0,2,1.2483425530737757
c8c0ef6adf474887bd7c089f111f50a5,post,Sunday,2.188669043002605,0,1,1,0,2,0.9137973630111876
c8c0ef6adf474887bd7c089f111f50a5,post,Thursday,6.847470770306984,0,1,6,1,8,1.1683145891897464
c8c0ef6adf474887bd7c089f111f50a5,post,Tuesday,3.555660434079593,0,3,2,1,6,1.687450225137469
c8c0ef6adf474887bd7c089f111f50a5,post,Wednesday,3.519589926434059,0,3,3,3,9,2.5571160811675937
c8c0ef6adf474887bd7c089f111f50a5,pre,Friday,5.6935760376562925,0,5,2,4,11,1.9320019487309854
c8c0ef6adf474887bd7c089f111f50a5,pre,Sunday,19.959322725998046,0,15,13,9,37,1.853770316154345
c8c0ef6adf474887bd7c089f111f50a5,pre,Thursday,3.5822826506022367,0,1,7,1,9,2.5123645669017662
c8c0ef6adf474887bd7c089f111f50a5,pre,Tuesday,5.040250029930171,0,3,6,0,9,1.7856257024068087
c8c0ef6adf474887bd7c089f111f50a5,pre,Wednesday,3.031059079171646,0,0,4,1,5,1.6495884340751428
c9b8af1f0749489b976e32ed54081f5b,post,Friday,8.316145260782204,0,7,4,1,12,1.442976237631436
c9b8af1f0749489b976e32ed54081f5b,post,Saturday,6.372659929348673,0,8,2,5,15,2.3538051875197263
c9b8af1f0749489b976e32ed54081f5b,post,Wednesday,14.599308420881862,0,8,6,1,15,1.0274459287773534
c9b8af1f0749489b976e32ed54081f5b,pre,Friday,4.230538719807041,0,3,1,1,5,1.1818825759921316
c9b8af1f0749489b976e32ed54081f5b,pre,Monday,5.14011547194652,0,1,1,1,3,0.5836444757658187
c9b8af1f0749489b976e32ed54081f5b,pre,Saturday,3.667827919273983,0,1,6,1,8,2.1811274073031037
c9b8af1f0749489b976e32ed54081f5b,pre,Sunday,4.284877787245039,0,2,3,1,6,1.4002733095119846
c9b8af1f0749489b976e32ed54081f5b,pre,Thursday,3.83857671224362,0,1,2,0,3,0.7815396760031199
c9b8af1f0749489b976e32ed54081f5b,pre,Wednesday,3.00004138921383,0,5,3,3,11,3.6666160805476697
cb97d355264744fa81623e52507508a8,post,Friday,10.070688518168513,0,4,4,2,10,0.9929807661074033
cb97d355264744fa81623e52507508a8,post,Sunday,3.594087823152095,0,2,1,0,3,0.834704144031999
cb97d355264744fa81623e52507508a8,post,Thursday,2.653624867036529,0,4,1,2,7,2.6379011166779365
cb97d355264744fa81623e52507508a8,post,Tuesday,18.87307862834303,0,6,6,5,17,0.9007539434753323
cb97d355264744fa81623e52507508a8,pre,Friday,1.940929666962852,0,3,2,1,6,3.0913021229608706
cb97d355264744fa81623e52507508a8,pre,Monday,18.85043783493637,0,9,13,8,30,1.59147497064496
cb97d355264744fa81623e52507508a8,pre,Sunday,15.143446598578073,0,8,6,11,25,1.65087913357501
cb97d355264744fa81623e52507508a8,pre,Thursday,6.015177894793239,0,4,0,2,6,0.9974767338458307
cb97d355264744fa81623e52507508a8,pre,Tuesday,7.469376605200008,0,6,4,2,12,1.6065597752355767
ccb1eb9bc89a47399d56c685a660e62a,post,Friday,7.135587830332659,0,4,2,1,7,0.9809983657188986
ccb1eb9bc89a47399d56c685a660e62a,post,Monday,11.691984727453004,0,8,2,2,12,1.0263441391454926
ccb1eb9bc89a47399d56c685a660e62a,post,Thursday,5.698737940173103,0,6,5,2,13,2.2812068455292254
ccb1eb9bc89a47399d56c685a660e62a,post,Tuesday,14.886593170258205,0,5,3,5,13,0.8732689777519135
ccb1eb9bc89a47399d56c685a660e62a,pre,Friday,1.9237784322744815,0,2,0,2,4,2.0792415243323026
ccb1eb9bc89a47399d56c685a660e62a,pre,Monday,8.288676595521377,0,7,9,2,18,2.17163738898028
ccb1eb9bc89a47399d56c685a660e62a,pre,Saturday,6.809855801205062,0,6,6,3,15,2.2026898128071406
ccb1eb9bc89a47399d56c685a660e62a,pre,Sunday,3.4742509227486886,0,4,0,0,4,1.1513273188786721
ccb1eb9bc89a47399d56c685a660e62a,pre,Tuesday,12.579582116473553,0,5,4,4,13,1.033420655760567
ccb1eb9bc89a47399d56c685a660e62a,pre,Wednesday,3.332453358178552,0,1,5,1,7,2.1005545307394944
d146883c489d426a9c60d213372852c1,post,Friday,7.73126254160881,0,4,3,9,16,2.0695196824438113
d146883c489d426a9c60d213372852c1,post,Monday,9.001485373935399,0,3,2,2,7,0.7776494333112091
d146883c489d426a9c60d213372852c1,post,Sunday,10.693204828739336,0,3,9,2,14,1.3092426661811654
d146883c489d426a9c60d213372852c1,post,Tuesday,4.455025589817367,0,3,2,0,5,1.1223280089407912
d146883c489d426a9c60d213372852c1,pre,Friday,5.228769182895003,0,2,4,2,8,1.5299967774769234
d146883c489d426a9c60d213372852c1,pre,Saturday,9.109163066236688,0,4,4,1,9,0.988016125582239
d146883c489d426a9c60d213372852c1,pre,Thursday,11.906040610431262,0,9,5,3,17,1.4278466331708761
d146883c489d426a9c60d213372852c1,pre,Tuesday,2.600355552523558,0,3,0,0,3,1.1536883858396212
d445010c29f14ccdb0f8b06d2c796c9a,post,Monday,8.373439952050722,0,6,4,1,11,1.3136775402928653
d445010c29f14ccdb0f8b06d2c796c9a,post,Thursday,7.572121745876219,0,1,4,6,11,1.4526971923015641
d445010c29f14ccdb0f8b06d2c796c9a,post,Wednesday,5.532852224268252,0,0,1,1,2,0.36147721264406446
d445010c29f14ccdb0f8b06d2c796c9a,pre,Friday,3.665668512022877,0,2,0,1,3,0.8184046075525984
d445010c29f14ccdb0f8b06d2c796c9a,pre,Monday,6.47511788850624,0,3,6,2,11,1.6988107690712047
d445010c29f14ccdb0f8b06d2c796c9a,pre,Saturday,9.211304177903212,0,5,6,6,17,1.845558421659868
d445010c29f14ccdb0f8b06d2c796c9a,pre,Sunday,2.4896811818565308,0,0,2,1,3,1.2049735612183603
d445010c29f14ccdb0f8b06d2c796c9a,pre,Thursday,3.855720431970823,0,2,2,1,5,1.2967745167779934
d445010c29f14ccdb0f8b06d2c796c9a,pre,Tuesday,4.059963491366737,0,1,1,2,4,0.9852305343399649
d5063378b07548a2854773eaea2e9375,post,Wednesday,10.881016132654445,0,14,10,4,28,2.573289080600724
d5063378b07548a2854773eaea2e9375,pre,Friday,3.6112654833136713,0,0,2,0,2,0.5538224783642366
d5063378b07548a2854773eaea2e9375,pre,Monday,5.336052884339432,0,3,3,1,7,1.311831076589218
d5063378b07548a2854773eaea2e9375,pre,Sunday,3.674554145160717,0,1,3,0,4,1.0885674402887453
d5063378b07548a2854773eaea2e9375,pre,Thursday,5.296133058563224,0,2,0,1,3,0.5664510250831695
d5063378b07548a2854773eaea2e9375,pre,Tuesday,2.415049402073819,0,4,1,2,7,2.898491432096194
defc65ca43d64c62845ea1d40df07d1b,post,Monday,1.7154511615582977,0,0,0,1,1,0.5829370269519131
defc65ca43d64c62845ea1d40df07d1b,post,Saturday,6.670439932118311,0,6,3,2,11,1.6490666450701046
defc65ca43d64c62845ea1d40df07d1b,post,Sunday,4.352251253605298,0,0,3,1,4,0.9190645867897672
defc65ca43d64c62845ea1d40df07d1b,post,Tuesday,7.93639026389783,0,5,3,3,11,1.386020550178631
defc65ca43d64c62845ea1d40df07d1b,post,Wednesday,4.917190628191019,0,4,2,0,6,1.2202089472799909
defc65ca43d64c62845ea1d40df07d1b,pre,Saturday,18.723637909815956,0,11,14,12,37,1.9761117031964486
defc65ca43d64c62845ea1d40df07d1b,pre,Sunday,2.856353426242571,0,2,2,4,8,2.8007738560993514
defc65ca43d64c62845ea1d40df07d1b,pre,Thursday,10.879390026736267,0,4,2,5,11,1.0110860970116275
defc65ca43d64c62845ea1d40df07d1b,pre,Wednesday,2.650556149216441,0,3,0,0,3,1.1318379355543409
e39a0bdcbfb5443686624508bd8b119f,post,Friday,4.03268343470708,0,3,1,1,5,1.2398692039567898
e39a0bdcbfb5443686624508bd8b119f,post,Thursday,10.863877950188318,0,3,2,2,7,0.644337135606228
e39a0bdcbfb5443686624508bd8b119f,post,Tuesday,8.943532141855943,0,1,3,4,8,0.8945011739332618
e39a0bdcbfb5443686624508bd8b119f,post,Wednesday,7.972652929539091,0,3,7,3,13,1.6305739275109203
e39a0bdcbfb5443686624508bd8b119f,pre,Friday,4.101841829974912,0,1,4,1,6,1.4627575242306936
e39a0bdcbfb5443686624508bd8b119f,pre,Monday,19.225640008912297,0,7,15,7,29,1.5084023203678354
e39a0bdcbfb5443686624508bd8b119f,pre,Sunday,2.471651578608032,0,2,0,0,2,0.8091755396714719
e39a0bdcbfb5443686624508bd8b119f,pre,Thursday,4.161737795549374,0,2,2,0,4,0.961136956844725
e95be163176b4df699e16c8619b791a1,post,Monday,3.1419611316835434,0,3,1,0,4,1.2730902237026394
e95be163176b4df699e16c8619b791a1,post,Sunday,9.63086238134211,0,4,1,6,11,1.1421614767656034
e95be163176b4df699e16c8619b791a1,post,Thursday,19.22264431316782,0,11,1,3,15,0.780329685948814
e95be163176b4df699e16c8619b791a1,post,Tuesday,10.524755823578065,0,3,2,3,8,0.7601126462314702
e95be163176b4df699e16c8619b791a1,post,Wednesday,2.564392418430354,0,0,2,2,4,1.5598236725595884
e95be163176b4df699e16c8619b791a1,pre,Friday,5.208476806018868,0,3,2,1,6,1.1519682670116635
e95be163176b4df699e16c8619b791a1,pre,Saturday,2.186807496522774,0,3,0,1,4,1.8291504882621674
e95be163176b4df699e16c8619b791a1,pre,Sunday,12.628659153891878,0,7,4,3,14,1.108589584167018
e95be163176b4df699e16c8619b791a1,pre,Thursday,7.115829497157145,0,6,3,1,10,1.4053175394372663
e95be163176b4df699e16c8619b791a1,pre,Tuesday,11.416416129769662,0,3,6,3,12,1.051117957123915
e95be163176b4df699e16c8619b791a1,pre,Wednesday,4.8975954040414,0,2,1,3,6,1.225090989559676
eaba5b5556044f659394037fb4712484,post,Friday,7.1156100620366844,0,7,2,5,14,1.9675052283560368
eaba5b5556044f659394037fb4712484,post,Monday,4.631539421832938,0,5,1,2,8,1.7272874678099983
eaba5b5556044f659394037fb4712484,post,Saturday,4.192266841863811,0,3,1,0,4,0.9541377376211262
eaba5b5556044f659394037fb4712484,post,Sunday,15.965208821393533,0,18,9,11,38,2.3801755695847606
eaba5b5556044f659394037fb4712484,post,Thursday,3.883497086127383,0,0,0,2,2,0.514999742666061
eaba5b5556044f659394037fb4712484,post,Tuesday,5.284729953623433,0,2,0,0,2,0.37844885501267966
eaba5b5556044f659394037fb4712484,pre,Friday,10.762673174968233,0,12,4,3,19,1.7653606767684906
eaba5b5556044f659394037fb4712484,pre,Saturday,4.678132344670567,0,4,1,1,6,1.2825631166325027
eaba5b5556044f659394037fb4712484,pre,Sunday,8.976128394395747,0,5,5,3,13,1.4482858788112434
eaba5b5556044f659394037fb4712484,pre,Tuesday,12.9840748341222,0,12,9,4,25,1.9254356062628275
eaba5b5556044f659394037fb4712484,pre,Wednesday,3.780138450883304,0,3,1,2,6,1.5872434509899978
f2cecf111d2646248776c284ed8266cc,post,Friday,5.33337308868599,0,4,2,1,7,1.3124902165291095
f2cecf111d2646248776c284ed8266cc,post,Sunday,7.622068000999027,0,3,1,4,8,1.049583918557462
f2cecf111d2646248776c284ed8266cc,post,Thursday,2.251847281665084,0,0,0,0,0,0.0
f2cecf111d2646248776c284ed8266cc,post,Tuesday,1.4444037606225852,0,1,1,2,4,2.7693087688139704
f2cecf111d2646248776c284ed8266cc,post,Wednesday,5.4603215134718,0,4,5,1,10,1.831393989406636
f2cecf111d2646248776c284ed8266cc,pre,Monday,11.08668865276554,0,6,6,7,19,1.7137668960569674
f2cecf111d2646248776c284ed8266cc,pre,Thursday,19.461952321646447,0,14,9,4,27,1.3873222764999482
f2cecf111d2646248776c284ed8266cc,pre,Tuesday,9.626536753712113,0,5,2,5,12,1.2465542185119327
f2cecf111d2646248776c284ed8266cc,pre,Wednesday,3.3048533996949963,0,1,5,0,6,1.8155116957846718
fab5202d978a4f2bb68c23bbd5037da8,post,Friday,2.520501405892253,0,1,0,1,2,0.7934929118962358
fab5202d978a4f2bb68c23bbd5037da8,post,Saturday,11.802878580873616,0,4,8,4,16,1.3556015077480976
fab5202d978a4f2bb68c23bbd5037da8,post,Thursday,6.790428402839195,0,2,1,0,3,0.44179834055030287
fab5202d978a4f2bb68c23bbd5037da8,post,Wednesday,8.455377286967847,0,2,4,2,8,0.94614346923706
fab5202d978a4f2bb68c23bbd5037da8,pre,Monday,4.752475648890387,0,6,0,2,8,1.68333319116908
fab5202d978a4f2bb68c23bbd5037da8,pre,Saturday,3.1083386066737377,0,1,0,1,2,0.6434305437978711
fab5202d978a4f2bb68c23bbd5037da8,pre,Thursday,3.838649979775397,0,6,1,0,7,1.8235577707998207
fab5202d978a4f2bb68c23bbd5037da8,pre,Tuesday,2.861110164453349,0,2,1,1,4,1.398058715003814
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,Friday,4.451759635569866,0,0,1,1,2,0.44926055396609066
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,Monday,6.325561673301507,0,4,0,1,5,0.7904436409344728
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,Saturday,5.060009122549825,0,2,3,1,6,1.185768613195009
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,Sunday,3.2645680945806346,0,1,1,0,2,0.6126384691806894
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,Wednesday,11.910179491976816,0,9,3,5,17,1.4273504451760695
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,Friday,5.026026875052269,0,6,1,0,7,1.3927502128462461
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,Saturday,14.752410926613095,0,9,9,9,27,1.8302093220093583
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,Thursday,5.806027949628373,0,3,3,1,7,1.2056435244077752
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,Tuesday,2.5098376360236605,0,0,1,0,1,0.3984321478198492
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,Wednesday,4.908164789735643,0,3,3,2,8,1.6299371236944318
ff33bebe43c54354babd0cc0fa57a873,post,Monday,7.239815153506715,0,2,3,0,5,0.6906253673587472
ff33bebe43c54354babd0cc0fa57a873,post,Saturday,3.858738493377517,0,0,0,1,1,0.25915205233944466
ff33bebe43c54354babd0cc0fa57a873,post,Sunday,1.4281605305557823,0,1,0,0,1,0.7002013979554809
ff33bebe43c54354babd0cc0fa57a873,post,Thursday,7.08060530367103,0,3,2,3,8,1.129846906711817
ff33bebe43c54354babd0cc0fa57a873,post,Wednesday,2.5980574999875268,0,2,2,0,4,1.539611806135624
ff33bebe43c54354babd0cc0fa57a873,pre,Friday,4.040529835182478,0,0,4,2,6,1.4849537671410433
ff33bebe43c54354babd0cc0fa57a873,pre,Saturday,10.693230198278957,0,6,6,4,16,1.4962737828813553
ff33bebe43c54354babd0cc0fa57a873,pre,Sunday,7.536392683417885,0,4,6,1,11,1.459584241702664
ff33bebe43c54354babd0cc0fa57a873,pre,Thursday,3.587892029071397,0,0,0,3,3,0.8361455628240985
ff33bebe43c54354babd0cc0fa57a873,pre,Wednesday,7.653847128369215,0,4,0,1,5,0.6532662484814139
