driver_id,phase,trips,total_km,total_events,mean_ubpk,median_ubpk,rate_events_per_km
04618512580e479ca2447d2d6e3e5a01,post,7,39.053681846822975,43,0.9288489612545939,1.0561329830416433,1.1010485558994243
04618512580e479ca2447d2d6e3e5a01,pre,10,39.74949016259862,78,2.0359924188654044,2.2726819137993286,1.9622893194588023
06fc09066ff54ee0b0298ef00f80d42d,post,3,12.613703866836971,11,0.8931301894968215,0.778787475852614,0.8720674051117052
06fc09066ff54ee0b0298ef00f80d42d,pre,8,41.87537546770986,62,1.4475411150828061,1.5280040122630068,1.4805837394295904
0f67d8169e91426a88b8a32e5eb5dce0,post,7,31.928647209217434,31,1.0463365772691706,0.7767925693063107,0.9709149215395088
0f67d8169e91426a88b8a32e5eb5dce0,pre,5,19.125354047046084,22,1.235291882908149,0.9514027871013542,1.150305502626651
17dec2934ccd42d7b02d4264290dec04,post,9,44.57568685804544,56,1.201353749393869,1.1976609218303491,1.256290232348772
17dec2934ccd42d7b02d4264290dec04,pre,9,53.83536017544725,79,1.5939685641879882,1.512967125250118,1.4674370105919643
1e1f0a5baf04452ba71ce31f721700a7,post,5,25.097214262704746,43,1.5258959115403852,1.4455905026616016,1.7133375660700063
1e1f0a5baf04452ba71ce31f721700a7,pre,4,18.330691154758846,37,2.0700927740305253,2.046519363545213,2.018472718111035
24f36baf8aab424092875a3c5518c34c,post,8,26.47399105150535,23,0.7605806156270847,0.6266022873174293,0.8687772068538259
24f36baf8aab424092875a3c5518c34c,pre,4,17.38845113229893,25,1.4142689637547672,1.2951326497954672,1.43773587479351
27efe841acc44f5099a1160226e06ccb,post,7,39.21785486768377,39,0.9215017418625411,1.0321106406975329,0.9944450080602627
27efe841acc44f5099a1160226e06ccb,pre,7,34.99868683279127,48,1.4830765643818693,1.76232888471547,1.371480028074294
348ab9962ece4e55b0ce9aa04adaf71b,post,6,21.94866734110027,22,0.9071544374511,0.907251381830135,1.002338759711557
348ab9962ece4e55b0ce9aa04adaf71b,pre,7,35.315251836996495,68,1.9389474114870346,1.890953884031542,1.9255136651400782
3851f86078c147048498bac873d32bb9,post,6,25.654255909975415,29,1.229041096605727,1.1667507693053085,1.1304167270243697
3851f86078c147048498bac873d32bb9,pre,7,28.442048259853138,68,2.44411230989294,2.15089366808569,2.3908264052833417
39db2e32f4444b148643a4108c7fc103,post,9,30.823877794849203,40,1.3683002160039774,1.4856598490083712,1.2976952564574522
39db2e32f4444b148643a4108c7fc103,pre,4,18.91132952876049,34,1.6305960447383987,1.6912193002242226,1.7978640765733869
3e5ec44cde6d4304ab58443d90368274,post,38,29.65135440685665,45,0.2610499781940987,0.0,1.5176372513221215
3e5ec44cde6d4304ab58443d90368274,pre,8,28.922820379571643,39,1.3413090003854147,1.3933570114181522,1.3484162155757786
3e7365e2a1894d95b115a245ed9af0ec,post,9,38.23332709243635,41,1.0603127964565937,1.1423975849028392,1.0723628603096638
3e7365e2a1894d95b115a245ed9af0ec,pre,10,47.7580474598968,67,1.558814248187977,1.2228683497113413,1.402904925212049
3ff40565ba464936b28420c370651622,post,5,21.492747066872496,27,1.3237079383242207,0.8841086651884602,1.2562377399218558
3ff40565ba464936b28420c370651622,pre,10,39.209269598155615,52,1.5325224430019637,1.7637245746986059,1.3262170025846658
40eac30faba0435da0d7213f8cfc9c32,post,5,23.850808671623035,29,1.073583346348375,1.167401286825053,1.215891687333156
40eac30faba0435da0d7213f8cfc9c32,pre,5,14.404052330238432,18,1.4308036935077637,1.5439323979737438,1.249648334185276
43b16573fdbc466184844ca9d858b626,post,4,16.522098650179736,19,1.551854035744335,1.0541150841769196,1.1499749760780729
43b16573fdbc466184844ca9d858b626,pre,8,32.12210795869951,34,0.9620965564164132,1.053573222128188,1.0584610463209625
446b1e2317304addbacd77c47114dac3,post,9,50.38818054211635,45,0.9031214125115672,0.8643780452667342,0.8930665786272496
446b1e2317304addbacd77c47114dac3,pre,4,15.3289356203378,15,0.9642492630280768,0.7892517584885244,0.9785415224850066
54767952a9c2411ab0d1686941ebbd26,post,5,23.35097631085077,28,1.1436396755267093,1.0948770079039662,1.199093332426915
54767952a9c2411ab0d1686941ebbd26,pre,8,33.731409857235796,59,1.738476320013076,1.5390917983055636,1.7491115921246851
58a1c1708edb4a75be19901e378e0285,post,4,16.70953192052977,24,1.5914499713710772,1.2776437239765928,1.4363059428680327
58a1c1708edb4a75be19901e378e0285,pre,9,43.78873532965893,36,0.8161002908828228,0.8390512850086853,0.8221292469165359
5952789bad7b454e96bce0fed9c90344,post,7,15.807338732848791,10,0.391236883691714,0.4244240021577808,0.6326175562505837
5952789bad7b454e96bce0fed9c90344,pre,7,30.106262150233043,39,1.025111566646592,0.8522324515706005,1.2954115594086832
61766dd5d46f40f499602f7f5fb97620,post,4,16.56198521623905,13,0.7909770351690336,0.8167060681170084,0.7849300570111294
61766dd5d46f40f499602f7f5fb97620,pre,5,27.259973483062254,36,1.2008666067639844,1.4046600756989025,1.3206175722206144
63abe8bd8a454c878093476d92bbefc4,post,5,16.614439494470954,17,0.9261902794471816,0.6658151351280741,1.023206350455419
63abe8bd8a454c878093476d92bbefc4,pre,10,40.722079753919886,55,1.3004730986858017,1.5221196732276538,1.3506186406087408
6651a7b1ae6342e0bca120ed8da2207e,post,9,45.34119335309009,52,1.0857840500117344,1.0820346402668493,1.1468599777481616
6651a7b1ae6342e0bca120ed8da2207e,pre,4,17.989474648691427,15,0.8232567799375864,0.7529404350569904,0.8338209032186004
6900c77cf75e4db28adbac15140e3931,post,5,24.824714844882095,39,1.6316967802376243,1.5486549568666383,1.5710150244904144
6900c77cf75e4db28adbac15140e3931,pre,8,43.4633501303575,56,1.24868131875615,1.2958299168837857,1.2884418672753468
6d3af7163bb74225818446ad551185a6,post,9,37.93529605486263,40,1.0268091264819204,0.9818583345096864,1.054426989106698
6d3af7163bb74225818446ad551185a6,pre,7,37.4776682442288,66,1.7086895851792836,1.8008548775015245,1.761048728269357
7c9d6a121cef4c908c451171d246a97d,post,4,23.14667054357623,18,0.5550596070456407,0.39974802132172527,0.7776496393342169
7c9d6a121cef4c908c451171d246a97d,pre,10,44.86241221417222,58,1.4947614906823552,1.3753988076493104,1.2928417607842666
80be0493a84549a69b4069f25939d72b,post,9,29.536797747281415,33,1.0282257475100867,1.2344956365280215,1.1172504305426048
80be0493a84549a69b4069f25939d72b,pre,4,18.49469011952872,31,1.561672704617494,1.6050349709844678,1.6761567671397102
8c8b69c30829410ba97add4d99084ca2,post,7,30.166191099323964,43,1.5042589171807177,1.1829496956557428,1.425436836172653
8c8b69c30829410ba97add4d99084ca2,pre,6,24.816239767807843,43,1.8287745060568656,1.7655110982534072,1.7327363211480782
8d3cc8f598564bd5b108ae140e61e94d,post,9,31.634454293459875,43,1.3454064174954057,1.2838471837919398,1.3592774384886368
8d3cc8f598564bd5b108ae140e61e94d,pre,6,23.993881602859386,31,1.502104430357812,1.2406884082689258,1.291996039369707
8d7f675ff2624ffb9465426c5eb78be3,post,3,16.52571683257068,17,0.9973474043305973,0.845669325897244,1.0286997031496117
8d7f675ff2624ffb9465426c5eb78be3,pre,9,48.64549977966769,63,1.1904851871816071,1.412328522717508,1.295083826568723
9aafce90055a47a18e0c79089469f85a,post,7,28.512784109009928,34,1.26844259445275,1.0870082893709665,1.1924475656256988
9aafce90055a47a18e0c79089469f85a,pre,5,15.66035176043346,13,0.8562572132251743,0.6928864398982439,0.8301218388238921
a3b15fad27184a99ae226cc8dba8efcb,post,7,30.43379325840058,32,1.0613215541908583,1.1175171327547244,1.051462751563744
a3b15fad27184a99ae226cc8dba8efcb,pre,7,29.826572422404823,47,1.6138719766722605,1.550857762834123,1.57577610106802
a4df00ef510a44b59fcf6e1910eb6fd2,post,6,29.260501348922592,27,1.104945680850641,0.8761854512234895,0.9227456384985753
a4df00ef510a44b59fcf6e1910eb6fd2,pre,9,39.90450989160198,42,0.9028431297675699,1.0047484521604269,1.0525126135890475
b32c79530f6049bd94d61b63a5412020,post,5,18.567612978294797,17,0.9158341822330872,0.9932882206518916,0.9155727243923434
b32c79530f6049bd94d61b63a5412020,pre,9,40.22122548327462,61,1.7702540275258165,1.6438988532983014,1.516612168502074
b52a27b2f0da4fefa31d352987994498,post,9,40.2326750948592,29,0.6820824219986785,0.7849320417398018,0.7208071531814579
b52a27b2f0da4fefa31d352987994498,pre,7,42.42010326205406,63,1.5795088782126268,1.371685483668846,1.485144899596584
b69a8ff4e1334b9daa098dda8d1c9f13,post,8,26.78173523917185,21,0.715442095105911,0.6509063563070756,0.7841164813430276
b69a8ff4e1334b9daa098dda8d1c9f13,pre,10,36.562729570674534,59,1.6066415373731389,1.7036307322592141,1.6136650817044436
b9c40703dcfd40fbafcac4dc20a63295,post,8,40.31524097461532,47,1.1610764624217853,1.0758687260928081,1.1658122056021882
b9c40703dcfd40fbafcac4dc20a63295,pre,6,25.90698342203382,50,1.9177331308548478,2.025839094130333,1.9299815492017156
ba9e2cf437e640f2aa38c5cb08ae028f,post,9,41.72410417509098,45,1.1212753649466223,1.1336473824078328,1.0785132692402948
ba9e2cf437e640f2aa38c5cb08ae028f,pre,7,33.778990904497974,36,1.1707117766619548,1.2105950072722766,1.0657511972983857
be38347662f84cfaaf138568c7af23dc,post,9,49.64180541202108,65,1.2814762687810226,1.408069866041124,1.309380258443619
be38347662f84cfaaf138568c7af23dc,pre,7,32.64482270463106,48,1.334162126974697,1.4603364412294535,1.4703709814662471
c24fe9f453af4415b33f95cce2f5b6be,post,9,33.79208749556738,45,1.3320210988849057,1.3703076883564305,1.3316726883446546
c24fe9f453af4415b33f95cce2f5b6be,pre,19,31.417518727817583,37,0.5499718297948696,0.0,1.1776868924801371
c8c0ef6adf474887bd7c089f111f50a5,post,6,17.7135145226852,27,1.4923420690216487,1.3851681435224314,1.5242599070569456
c8c0ef6adf474887bd7c089f111f50a5,pre,8,37.30649052335839,71,1.9376514204692565,1.8486424938482586,1.9031540893814545
c9b8af1f0749489b976e32ed54081f5b,post,7,29.28811361101274,42,1.5393923234006661,1.1875253668237409,1.4340288540880084
c9b8af1f0749489b976e32ed54081f5b,pre,7,24.16197799973003,36,1.430745614252303,1.1818825759921316,1.4899442421643725
cb97d355264744fa81623e52507508a8,post,8,35.19147983670017,37,1.1053111823257482,0.9057112541834946,1.0513908528908686
cb97d355264744fa81623e52507508a8,pre,10,49.41936860047054,79,1.7152845224137003,1.610837389866274,1.5985635235179392
ccb1eb9bc89a47399d56c685a660e62a,post,7,39.41290366821697,45,1.100907179762116,0.9809983657188986,1.141758049059667
ccb1eb9bc89a47399d56c685a660e62a,pre,9,36.40859722640171,61,1.8969830829350285,1.8021010005577227,1.6754284605001433
d146883c489d426a9c60d213372852c1,post,8,31.880978334100917,42,1.4167166331914867,1.1055627502453524,1.31739997310796
d146883c489d426a9c60d213372852c1,pre,7,28.84432841208651,37,1.251621929646037,1.213062435099156,1.282747841149113
d445010c29f14ccdb0f8b06d2c796c9a,post,5,21.478413922195195,24,1.1577544387667023,1.2020625284852489,1.1174009443592605
d445010c29f14ccdb0f8b06d2c796c9a,pre,6,29.75745568362642,43,1.308292068436665,1.2508740389981767,1.4450160140424937
d5063378b07548a2854773eaea2e9375,post,3,10.881016132654445,28,2.6879009664223776,2.489191675038718,2.573289080600724
d5063378b07548a2854773eaea2e9375,pre,5,20.333054973450864,23,1.2838326904843127,1.0885674402887453,1.1311630264134633
defc65ca43d64c62845ea1d40df07d1b,post,8,25.591723239370758,33,1.252104835329319,1.2471605541748112,1.28947940282631
defc65ca43d64c62845ea1d40df07d1b,pre,9,35.109937512011236,59,1.6331334904458203,1.648573232647185,1.680435915894635
e39a0bdcbfb5443686624508bd8b119f,post,8,31.812746456290434,33,1.0623514482298577,1.1100277324682468,1.0373200580258235
e39a0bdcbfb5443686624508bd8b119f,pre,5,29.960871213044616,41,1.2180490420175367,1.1073093080803982,1.3684515282769574
e95be163176b4df699e16c8619b791a1,post,9,45.084616068201896,42,1.0377939684542332,1.1289818159487526,0.9315816272332089
e95be163176b4df699e16c8619b791a1,pre,9,43.45378448740173,52,1.2922997567991616,1.1519682670116635,1.19667367557079
eaba5b5556044f659394037fb4712484,post,9,41.07285218687778,68,1.6606256680254925,1.7272874678099983,1.6555947877835735
eaba5b5556044f659394037fb4712484,pre,9,41.181147199040055,69,1.658619553969353,1.521302024282568,1.6755239883557302
f2cecf111d2646248776c284ed8266cc,post,8,22.112013645444485,29,1.4920894769497173,1.3428142845039743,1.3115042557860657
f2cecf111d2646248776c284ed8266cc,pre,9,43.480031127819096,64,1.4551942971359835,1.3980159792725253,1.471940068576721
fab5202d978a4f2bb68c23bbd5037da8,post,6,29.56918567657291,29,0.923926769819681,0.9428595971624635,0.9807507151938964
fab5202d978a4f2bb68c23bbd5037da8,pre,4,14.56057439979287,21,1.3870950551926464,1.540695953086447,1.4422507947419116
fde2feb5cf7b4ac3a7a7b937a80f78b5,post,8,31.012078017978652,32,1.0553852935384744,0.9595460448502752,1.0318560394904404
fde2feb5cf7b4ac3a7a7b937a80f78b5,pre,9,33.00246817705304,50,1.5667198071536568,1.392750212846246,1.5150382005296659
ff33bebe43c54354babd0cc0fa57a873,post,6,22.20537698109857,19,0.8829864596428537,0.736741957498293,0.8556486123236269
ff33bebe43c54354babd0cc0fa57a873,pre,7,33.51189187431993,41,1.2419202552655533,1.419758200410954,1.2234462964300201
